no_of_posts,following,followers,bio_len,picture,link,caption_len,caption_per,non_image,engage_like,engage_comm,location_tag_per,avg_hashtag_count,promotion_key,follower_key,cosine_similarity,post_interval,class
16,128,7400,102,1,0,42,0.0625,0.813000023,27.97999954,1.169999957,0,0,0,0,0.009852,462.1611328,a
8,3200,7300,0,0,0,97,0.125,0.75,3.099999905,0.340000004,0.375,5.25,0,0.375,0.029028,1161.960083,s
39,517,7400,13,1,1,19,0.055555556,0.111000001,9.829999924,0.150000006,0,0,0,0,0.008715,475.6158142,a
115,529,7300,63,1,0,39,0.444444448,0,4.599999905,0.050000001,0,0,0,0.056000002,0.184450001,328.1216126,a
4,50,7000,19,1,0,21,0.5,0,46,2,0,0,0,0,0.166667,2306.709717,a
0,54,7300,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
0,84,6900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
26,216,7300,0,1,0,1,0.944444418,0,9.829999924,0.150000006,0,0,0,0,0.888889015,185.5404511,a
0,105,6900,23,1,1,0,0,0,0,0,0,0,0,0,1,0,i
18,301,7300,353,1,0,159,0.388888896,0.222000003,21.17000008,1.200000048,0,0,0,0,0.140523002,299.8440552,a
38,210,7200,0,1,0,70,0.277777791,0.056000002,24.62999916,0.259999991,0.388999999,0,0,0,0.054019,211.4120941,a
3,195,5700,40,1,0,51,0,0,19.65999985,1.710000038,0,0.333000004,0,0,0,3970.798584,a
10,202,7300,0,1,0,0,1,0.100000002,9.260000229,0.449999988,0,0,0,0,1,689.3734741,i
4,864,7100,31,1,1,2,0.75,0,10.71000004,0,0,0,0,0,0.166667,187.5027008,i
1,221,6800,0,1,0,0,1,1,31.21999931,0.899999976,0,0,0,0,0,0,i
50,150,7200,0,1,0,17,0.666666687,0,15.18999958,0.629999995,0,0.056000002,0,0,0.438906997,379.5310364,s
219,493,7400,19,1,0,1,0.888888896,0,0.680000007,0,0,0,0,0,0.784313977,89.51113892,a
8,115,7400,33,1,0,107,0.125,0,23.79999924,1.200000048,0.875,0.375,0,0,0.015278,315.5769348,a
1,101,7400,22,1,0,7,0,0,170.3000031,3.960000038,0,0,0,0,0,0,i
2,74,7300,25,1,1,43,0.5,0,156.7599945,6.079999924,0,4,0,2.5,0,0.218193993,s
1,76,7300,0,1,0,0,1,0,221.0500031,5.260000229,0,0,0,0,0,0,i
0,48,7000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
85,438,4900,0,1,0,0,1,0,7.710000038,0.379999995,0,0,0,0,1,180.0113831,a
5,96,7300,0,1,0,0,1,0,29.79000092,2.710000038,0,0,0,0,1,1696.880371,i
2,394,6900,0,1,0,0,1,0,14.21000004,0.759999991,0,0,0,0,1,0.00625,i
1,55,7200,0,1,0,4,0,0,120,7.269999981,0,0,0,0,0,0,i
33,448,7400,0,1,0,7,0.722222209,0.056000002,11.36999989,0.059999999,0,0,0,0,0.50980401,691.7541504,s
7,4500,6800,0,1,0,107,0.142857149,0.856999993,4.03000021,0.200000003,0,1.713999987,0,0,0.121224001,548.774353,i
45,406,7100,0,1,0,8,0.5,0,26.35000038,0.419999987,0.611000001,0,0,0,0.25484699,532.5689087,s
43,790,7400,99,1,0,22,0.111111112,0,11.40999985,0.07,0.111000001,0.277999997,0,0.111000001,0.065114997,156.0659332,a
27,255,5300,0,1,0,15,0.222222224,0.056000002,30.70000076,0.07,0,0.166999996,0,0,0.062199,559.6694336,a
0,81,7300,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
6,32,5600,0,1,0,0,1,0,25,1.559999943,0,0,0,0,1,351.712738,i
5,79,7300,166,1,0,81,0,0,31.64999962,1.269999981,0,3,0,0,0.227412,17.81633377,s
25,74,7300,0,1,0,0,1,0,20.95000076,0.899999976,0,0,0,0,1,88.36427307,a
4,91,7400,108,1,0,5,0.75,0,64.01000214,3.019999981,0.5,0,0,0,0.5,1777.569214,i
6,532,7300,0,1,0,0,1,0.333000004,11.75,0.560000002,0,0,0,0,1,1631.484253,i
26,123,7400,0,1,0,36,0.833333314,0.056000002,13.36999989,1.399999976,0.166999996,0.111000001,0,0,0.686275005,546.8937378,s
10,353,7000,22,1,0,6,0.699999988,0,10.64999962,0.310000002,0.400000006,0,0,0,0.466666997,866.5444336,s
0,240,6700,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
50,651,7400,109,1,1,35,0.444444448,0.388999999,10.47999954,0.150000006,0.333000004,0.111000001,0,0,0.227264002,48.05382538,s
8,288,7400,0,1,0,67,0.375,0,15.06000042,0.649999976,0.125,0.625,0,0,0.125,1459.436401,i
99,863,7400,0,1,0,7,0.666666687,0,2.410000086,0.029999999,0.166999996,0,0,0,0.435146004,440.2591248,s
10,550,7000,73,1,1,3,0.899999976,0,7.78000021,1.019999981,0,0,0,0,0.800000012,1976.712647,i
0,66,7200,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
2,79,7400,0,1,0,0,1,0.5,60.75999832,5.059999943,0,0,0,0,1,0.033472002,i
1,380,7000,12,1,0,0,1,0,214.4700012,0.259999991,0,0,0,0,0,0,i
17,173,7400,0,1,0,0,1,0,20.03000069,0.439999998,0,0,0,0,1,120.9381027,a
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,i
1,66,7400,0,1,0,0,1,0,163.6399994,10.60999966,0,0,0,0,0,0,i
17,238,4300,0,1,0,70,0.764705896,0.882000029,19.22999954,0.100000002,0,0,0,0,0.573529005,616.9714966,s
42,816,5000,132,1,0,174,0.111111112,0.277999997,4.079999924,0.389999986,0.056000002,2.555999994,0,0.5,0.061818998,71.8433609,s
13,415,7300,189,1,0,7,0.461538464,0.153999999,25.43000031,0.610000014,0,0,0,0,0.128205001,1033.670044,a
0,698,6800,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
0,146,6800,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
1,83,6900,0,1,0,0,1,0,83.12999725,3.609999895,0,0,0,0,0,0,i
100,867,7400,158,1,0,8,0.833333314,0,2.230000019,0.050000001,0,0.222000003,0,0,0.594771028,173.2561493,s
161,426,7400,22,1,0,0,1,0.5,4.230000019,0.170000002,0,0,0,0,1,46.53435135,a
11,151,7400,251,1,0,6,0.818181813,0,29.44000053,0.300000012,0.273000002,0,0,0,0.654545009,563.5354004,s
0,67,7000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
3,117,6900,0,1,0,118,0.333333343,0,30.77000046,1.139999986,0,0.666999996,0,0,0,340.5773926,i
9,243,7400,0,1,0,0,1,0,15.5,0.370000005,0.222000003,0,0,0,1,2157.353516,i
0,183,7200,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
10,734,7300,0,1,0,19,0.600000024,0.100000002,10.56000042,0.050000001,0.600000024,0,0,0,0.340741009,218.9154511,s
3,225,7400,40,1,1,147,0,0.666999996,17.19000053,1.629999995,0,7,0,0,0.160666004,4.179443836,a
58,406,7300,0,1,0,30,0.444444448,0,7.590000153,0.25,0.333000004,0,0,0,0.1884,1020.654846,a
7,142,7300,0,1,0,53,0.285714299,0,92.34999847,1.009999991,0.286000013,0,0,0,0.051003002,3135.331787,i
37,230,7400,0,1,0,2,0.888888896,0.056000002,13.69999981,0.219999999,0.166999996,0,0,0,0.784313977,581.0231323,a
25,389,7200,0,1,0,27,0.166666672,0.111000001,23.8199997,0.239999995,0.5,0.388999999,0,0,0.089189999,225.1157227,a
10,82,7400,74,1,0,24,0,0,17.3199997,0.850000024,0,0.200000003,0,0,1,2.166971922,s
19,121,7400,57,1,0,12,0.222222224,0.555999994,10.23999977,0.409999996,0.111000001,0,0,0,0.041884001,188.7190704,a
0,289,6800,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
0,114,7400,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
4,105,6900,0,1,0,0,1,0,25.23999977,0.239999995,0,0,0,0,1,4593.166992,i
20,271,7400,0,1,0,0,1,0,6.71999979,0.180000007,0,0,0,0,1,657.3618164,a
3,436,7200,0,1,0,4,0.666666687,0,10.55000019,0.540000022,0,0,0,0,0.333332986,1161.484741,i
0,293,5900,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
2,101,6900,0,1,0,0,1,0,39.11000061,2.480000019,0,0,0,0,1,0.088889003,i
45,453,6400,77,1,0,70,0.055555556,0.833000004,6.190000057,0.159999996,0,0.166999996,0,0,0.007736,136.6781464,a
35,934,3600,129,1,0,46,0.055555556,0.222000003,4.800000191,0.079999998,0.111000001,1.832999945,0,0,0.018362001,255.7175446,a
3,125,7400,0,1,0,0,1,0,41.33000183,1.870000005,0.333000004,0,0,0,1,31.94981575,i
22,65,7100,178,1,0,3,0.666666687,0,72.91000366,0.430000007,0,0,0,0,0.235293999,239.8525238,a
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,i
25,69,7400,0,1,0,3,0.777777791,0.388999999,6.199999809,0.159999996,0,0.277999997,0,0,0.594771028,434.4973755,a
4,73,7400,8,1,0,0,1,0,36.63999939,4.110000134,0,0,0,0,1,2025.443726,i
1,38,7000,0,1,0,0,1,0,439.4700012,26.3199997,0,0,0,0,0,0,i
6,72,7400,0,1,0,35,0,0.333000004,173.3800049,1.389999986,0,0,0,0,0.013608,50.07856369,i
2,66,4500,0,1,0,8,0.5,0,56.06000137,9.090000153,0,0,0,0.5,0,1213.515137,s
148,677,7100,0,0,0,103,0.222222224,0.111000001,4.099999905,0.129999995,0.111000001,0,0,0,0.171269998,309.3382874,a
22,599,7400,0,1,0,66,0.238095239,0.42899999,7.119999886,0.129999995,0.094999999,1.286000013,0,0.094999999,0.070656002,469.5371704,a
59,1100,7400,0,1,0,3,0.833333314,0.222000003,10.14999962,0.150000006,0.333000004,0,0,0,0.686275005,559.6928101,a
105,326,6800,0,1,0,0,1,0.056000002,14.10999966,0.150000006,0,0,0,0,1,457.3957825,a
35,274,6600,0,1,0,10,0.5,0,5.46999979,0.219999999,0,0.056000002,0,0,0.235293999,1736,s
0,255,7200,14,0,1,0,0,0,0,0,0,0,0,0,1,0,i
6,101,6600,0,1,0,0,1,0,33.99000168,0.829999983,0,0,0,0,1,0.007639,i
7,615,7000,0,1,0,0,1,0.143000007,11.77999973,0.189999998,0,0,0,0,0.714286029,434.1231079,i
5,134,7100,8,0,0,12,0.400000006,0.200000003,29.70000076,0,0,0,0,0.200000003,0.100000002,243.1932831,s
2,171,7300,0,1,0,0,1,0,78.94999695,1.169999957,0.5,0,0,0,1,1.449167013,i
28,123,6600,0,1,0,114,0,0,46.02999878,0.589999974,0.056000002,0.056000002,0,0,0.509003997,457.1786804,s
5,482,7300,0,1,0,10,0.200000003,0.600000024,12.5699997,0.330000013,0.600000024,0,0,0,0.100000002,954.9916382,i
2,87,7100,13,1,0,7,0,0,61.49000168,5.75,0,0.5,0,0,0,345.0113831,i
20,5400,7400,0,1,0,6,0.5,0.111000001,12.13000011,0.219999999,0,0.166999996,0,0,0.156863004,464.0864563,a
18,1100,7200,150,1,1,427,0,1,5.800000191,0.150000006,0.75,4.313000202,0.125,0.625,0.250104994,325.4771729,s
0,296,6900,138,1,0,0,0,0,0,0,0,0,0,0,1,0,i
1,92,7400,0,1,0,0,1,0,17.38999939,3.259999991,0,0,0,0,0,0,i
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,i
0,88,7400,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
10,331,7000,0,1,0,146,0.400000006,0,27.95000076,2.480000019,0,0.600000024,0,0,0.142686993,169.0870819,i
5,94,7200,127,1,0,11,0.200000003,0,81.48999786,1.700000048,0.400000006,0,0,0,0.037795998,140.1191101,a
3,39,7400,0,1,0,0,1,0,47.86000061,6.840000153,0.333000004,0,0,0,1,4375.268555,i
4,132,7300,0,1,1,0,0,0,0,0,0,0,0,0,1,0,i
38,216,6900,0,0,0,0,1,0.056000002,10.64999962,0.259999991,0,0,0,0,1,779.5971069,a
4,108,7000,0,1,0,27,0.25,0,71.05999756,4.170000076,0,0.25,0,0,0.166667,202.8132629,i
0,124,7400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
4,112,7200,15,1,1,3,0.75,0,39.95999908,0.670000017,0,0,0,0,0.5,1343.314453,i
2,99,7400,64,1,1,9,0.5,0,446.4599915,2.529999971,0,0,0,0,0,600.1120606,i
2,26,7300,0,1,0,7,0.5,0,132.6900024,9.619999886,0,0,0,0,0,19.34041786,i
1,94,7200,0,1,0,0,1,0,67.01999664,6.380000114,0,0,0,0,0,0,i
2,124,7400,0,1,1,0,1,0,28.22999954,2.019999981,0,0,0,0,1,17.63694382,i
3,416,7400,0,1,0,98,0.333333343,0,16.43000031,0.400000006,0,2,0,0,0,374.2661133,i
54,231,6300,41,1,0,20,0.555555582,0,12.51000023,0.430000007,0.166999996,0,0,0,0.301360995,157.5432129,s
45,322,5300,0,1,0,0,1,0,3.74000001,0.409999996,0,0,0,0,1,735.4007568,a
127,404,4300,0,1,1,144,0.111111112,0.555999994,20.09000015,0.660000026,0.555999994,2.611000061,0,0,0.020804999,775.0363159,a
4,94,6800,0,1,0,0,1,0,281.9100037,5.590000153,0,0,0,0,1,12.3927784,i
0,54,6900,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
2,248,5400,0,0,0,6,0.5,1,22.78000069,0.600000024,1,0,0,0,0,110.8306961,i
51,309,7200,24,1,0,66,0.555555582,0.222000003,12.23999977,0.579999983,0.056000002,0,0,0,0.294117987,49.89506149,s
2,237,7400,0,1,0,30,0,0,46.61999893,0.209999993,0.5,0,0,0,0,3374.490723,i
1,113,7200,0,1,0,0,1,0,137.1699982,5.309999943,0,0,0,0,0,0,i
0,195,6500,0,1,1,0,0,0,0,0,0,0,0,0,1,0,i
3,280,7400,0,0,0,4,0.666666687,0.333000004,30.95000076,1.070000053,0.333000004,0,0,0,0,1239.519165,i
1,363,6800,0,1,0,0,1,0,28.10000038,1.100000024,0,0,0,0,0,0,i
9,463,7000,0,1,0,60,0.333333343,0,9.100000382,0.409999996,0.222000003,0.444000006,0,0.111000001,0.083333001,2242.61377,i
0,75,7400,77,1,0,0,0,0,0,0,0,0,0,0,1,0,i
4,55,7200,0,1,1,15,0.5,0.75,56.36000061,3.180000067,0.5,0,0,0,0.166667,563.319397,i
1,85,7200,0,1,0,0,1,0,198.8200073,15.28999996,0,0,0,0,0,0,i
16,198,7000,0,1,0,7,0.4375,0.125,44.75999832,0.689999998,0,0,0,0,0.179167002,889.1651611,a
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,i
192,244,7200,170,1,0,35,0.222222224,0.444000006,9.880000114,0.360000014,0,0.666999996,0,0,0.042800002,193.32547,a
0,270,4300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
0,267,7000,16,1,0,0,0,0,0,0,0,0,0,0,1,0,i
25,1300,7500,0,1,0,22,0.111111112,0.056000002,1.279999971,0.07,0.056000002,0.277999997,0,0,0.066441998,1282.135132,a
6,329,7300,64,1,1,47,0,0,28.62000084,0.860000014,0,1,0,0,0.0067,18.27805519,a
5,103,7300,5,1,0,5,0.600000024,0,35.52999878,1.75,0,0,0,0,0.300000012,325.6088257,i
0,71,7200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
129,616,7500,327,1,0,0,1,0.5,4.75,0.050000001,0.833000004,0,0,0,1,278.8583984,a
2,122,6900,0,1,0,0,1,0,37.29999924,2.869999886,0.5,0,0,0,1,132.0773621,i
12,186,7400,176,1,0,9,0.25,0.082999997,26.34000015,0.49000001,0.5,0,0,0,0.097185001,286.5245056,a
2,112,7400,0,1,0,0,1,0,42.40999985,1.340000033,0,0,0,0,1,11.34236145,i
1,143,6800,0,1,0,0,1,0,55.93999863,2.799999952,0,0,0,0,0,0,i
0,2400,7200,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
4,367,7200,0,1,0,42,0.5,0,14.23999977,0.680000007,0,0,0,0,0.237734005,3639.031982,s
21,144,7300,0,1,0,17,0.277777791,0,14.97000027,0.850000024,0.277999997,0.056000002,0,0.056000002,0.100493997,1089.664551,a
27,256,7400,0,1,0,18,0.944444418,0.5,23.47999954,0.349999994,0,0.222000003,0,0,0.888889015,763.8817139,s
26,714,5100,173,1,0,39,0.166666672,0.388999999,3.24000001,0.259999991,0.277999997,0.666999996,0,0.611000001,0.030838,161.7961884,s
18,787,7300,39,1,0,10,0.833333314,0.277999997,7.659999847,0.629999995,0.444000006,0,0,0,0.686275005,950.3600464,s
4,95,7300,0,1,0,0,1,0,22.62999916,1.840000033,0,0,0,0,1,7812.768555,i
1,50,6800,0,1,0,0,1,0,100,10,0,0,0,0,0,0,i
1,71,7400,0,1,0,0,1,0,87.3199997,12.68000031,0,0,0,0,0,0,i
0,59,7200,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
8,138,7400,146,1,0,0,1,0.5,55.43000031,3.440000057,0.125,0,0,0,1,47.16274262,i
14,270,7400,206,1,0,93,0.428571433,0.143000007,12.98999977,1.460000038,0.713999987,0.643000007,0,0,0.195595995,382.1677246,a
19,93,7400,0,1,0,12,0.555555582,0,6.03000021,0.360000014,0,0.222000003,0,0,0.307190001,480.421051,s
4,183,7400,0,1,0,3,0.75,0,28.13999939,1.5,0.25,0,0,0,0.5,1396.654663,i
10,111,7400,0,1,0,16,0.400000006,0,13.86999989,1.259999991,0,0,0,0,0.144444004,782.0837402,i
94,592,7400,0,1,0,46,0.5,0.222000003,28.53000069,0.479999989,0.388999999,0.5,0,0,0.243954003,196.1494141,s
95,952,7300,0,1,0,0,1,0.277999997,1.909999967,0.189999998,0.056000002,0,0,0,1,482.618988,a
62,180,7200,269,1,0,2,0.944444418,0,7.190000057,0.370000005,0,0,0,0,0.888889015,707.0146484,a
4,299,7400,0,1,0,2,0.75,0,15.05000019,0.670000017,0,0,0,0,0.5,1596.980713,i
1,56,7400,0,1,0,0,1,0,298.2099915,12.5,0,0,0,0,0,0,i
2,103,7300,0,1,0,2,1,0,94.16999817,3.880000114,0,0,0,0,0,11.20930576,i
0,381,7000,11,0,0,0,0,0,0,0,0,0,0,0,1,0,i
3,142,7300,110,1,0,16,0,0,88.02999878,344.1300049,0,0,0,0,0.235137001,0.162685007,s
1,73,7300,0,1,0,0,1,0,239.7299957,6.849999905,0,0,0,0,0,0,i
18,146,7400,0,1,0,0,1,0.056000002,16.25,0.189999998,0,0,0,0,1,527.6298218,a
3,118,7400,0,1,0,2,0.666666687,0.666999996,98.58999634,3.950000048,0,0,0,0,0.333332986,111.5040741,i
31,641,7400,157,1,1,15,0.444444448,0.166999996,2.960000038,0.209999993,0,0,0,0.056000002,0.138744995,328.2619934,a
219,1700,6200,34,1,0,273,0,0.111000001,2.109999895,0.180000007,0,5,0,0,0.133132994,242.5083618,a
6,310,7000,0,1,0,6,0.833333314,0,11.39999962,0.540000022,0,0,0,0,0.666666985,744.3441162,s
2,124,6800,0,1,0,227,0,0,642.7399902,1.610000014,0,18,0.5,7.5,0.298141986,42.41430664,s
35,282,7300,0,1,0,26,0.333333343,0,4.369999886,0.180000007,0,0,0,0,0.118208997,158.980835,a
0,199,5200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
74,665,7400,0,1,0,172,0.333333343,0,2.130000114,0.050000001,0.166999996,0,0,0,0.198553994,931.6385498,a
231,635,5200,112,1,1,117,0,0.611000001,2.75,0.050000001,0.056000002,4.777999878,0,0.277999997,0.017368,74.90561676,s
6,46,7400,0,0,0,175,0,0,31.15999985,2.539999962,0.166999996,2.667000055,0,0,1,0.003981,s
1,95,7400,0,1,0,0,1,0,301.0499878,5.260000229,0,0,0,0,0,0,i
3,94,7200,0,1,0,0,1,0,40.43000031,1.769999981,0,0,0,0,1,377.79953,i
28,355,4500,44,1,1,28,0.259259254,0.666999996,72.40000153,2.579999924,0.370000005,0,0,0,0.110794,145.7942963,a
0,212,7400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
2,178,7500,0,1,0,0,1,0,32.02000046,2.529999971,0,0,0,0,1,1257.283936,i
4,163,7400,0,1,0,0,1,0.25,22.54999924,1.99000001,0,0,0,0,1,1257.192627,i
3,111,7300,182,1,0,14,0.333333343,1,73.5699997,4.199999809,0,0.666999996,0,0,0,2544.958252,a
0,217,6600,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
2,112,7400,0,1,0,0,1,0,37.95000076,1.340000033,0,0,0,0,1,0.010139,i
39,359,7400,57,1,0,0,1,0,14.89000034,0.400000006,0,0,0,0,1,591.7144165,a
42,222,7400,61,1,1,31,0.222222224,0.444000006,20.62000084,0.600000024,0.388999999,1,0,0,0.068456002,314.4677734,a
0,77,7400,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
8,93,7400,0,1,0,29,0.5,0.125,29.84000015,0.939999998,0,1.75,0,0,0.220079005,209.9946137,s
3,124,7400,0,1,0,3,0.666666687,0,32.79999924,4.570000172,0,0,0,0,0.333332986,751.93396,i
3,172,7200,0,1,0,143,0.666666687,0,63.95000076,4.260000229,0,7.333000183,0,0,0.333332986,17.29824066,s
1,98,7300,0,1,0,0,1,0,170.4100037,9.180000305,0,0,0,0,0,0,i
3,72,7300,0,1,0,0,1,0,48.61000061,3.24000001,0,0,0,0,1,296.9791565,i
3,84,7400,0,1,0,110,0,1,52.38000107,4.369999886,0.666999996,1,0,0,0.47387901,607.0820313,s
3,199,7200,0,1,0,19,0.666666687,0,24.79000092,0.839999974,0,0,0,0,0.333332986,219.3171234,s
7,63,6700,0,1,0,197,0.142857149,0.143000007,39,1.360000014,0.57099998,2.428999901,0,0,0,570.2807007,i
7,415,6700,17,1,0,3,0.714285731,0.42899999,20.0699997,0.239999995,0,0,0,0,0.476190001,322.1302795,i
7,154,7400,0,1,0,0,1,0.143000007,25.04999924,0.460000008,0,0,0,0,1,972.8465576,i
2,92,7100,0,1,0,0,1,0.5,23.90999985,0.540000022,0,0,0,0,1,715.0346069,i
0,186,6900,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
2,296,6600,106,1,0,34,0.5,0,22.79999924,0.839999974,0,1.5,0,0,0,877.4985962,i
1,66,7400,0,1,0,9,0,0,274.2399902,7.579999924,0,1,0,0,0,0,i
0,26,7100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
0,127,5800,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
33,488,7200,0,1,0,1,0.833333314,0,6.119999886,0.180000007,0,0,0,0,0.359477013,39.22564697,a
3,69,7400,114,1,0,15,0,0,106.7600021,8.699999809,0,0,0,0,0.136083007,0.406388998,a
1,141,7400,0,1,0,0,1,0,85.8199997,6.380000114,0,0,0,0,0,0,i
0,259,7400,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
0,205,7200,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
0,166,7400,128,0,0,0,0,0,0,0,0,0,0,0,1,0,i
12,153,4900,13,1,0,0,1,0.082999997,11.55000019,0.540000022,0,0,0,0,1,901.9859009,a
2,223,6800,0,1,0,0,1,0,101.3499985,0.449999988,0,0,0,0,1,57.05222321,i
9,153,6800,0,1,0,4,0.666666687,0.111000001,18.22999954,2.109999895,1,0,0,0,0.430555999,1077.687622,i
0,379,7300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
2,103,7200,0,1,0,0,1,1,96.59999847,3.880000114,0,0,0,0,1,4109.802734,i
35,516,7300,428,1,0,61,0.222222224,0,12.36999989,0.270000011,0.056000002,0.277999997,0,0.056000002,0.099512003,215.4584198,a
9,801,4200,115,1,0,11,0.222222224,0,4.199999809,0.059999999,0.333000004,0.666999996,0,0,0.027778,2024.060303,a
9,55,6800,87,1,0,13,0.111111112,0,96.36000061,1.620000005,0.333000004,0.888999999,0,0,0.023709999,7.620339871,a
4,506,7400,0,1,0,0,1,0,27.12000084,0.589999974,0,0,0,0,1,113.1846542,i
5,290,7100,0,1,0,193,0.200000003,0,12.55000019,0.550000012,0,1.799999952,0,0,0,293.0996704,i
3,72,7400,0,1,0,0,1,0,38.88999939,1.389999986,0,0,0,0,1,184.7267609,i
10,222,7400,145,1,0,24,0.300000012,0,20.27000046,0.409999996,0,0,0,0,0.066666998,785.3308716,a
27,278,7100,0,1,1,0,1,0.056000002,36.34999847,0.259999991,0.056000002,0,0,0,1,326.0030212,a
24,904,7100,53,1,1,107,0,0.277999997,18.96999931,0.259999991,0.056000002,4.056000233,0,0.111000001,0.059035,94.90158844,a
4,175,7400,0,1,0,0,1,0.5,23,1.289999962,0,0,0,0,1,947.6190796,i
1,98,7200,0,1,0,0,1,0,180.6100006,5.099999905,0,0,0,0,0,0,i
245,269,7200,0,1,0,115,0.111111112,0.222000003,2.559999943,0.119999997,0,0,0,0.056000002,0.028813999,61.71407318,a
10,367,7300,0,1,0,0,1,0.400000006,22.94000053,0.649999976,0,0,0,0,1,848.6358032,i
0,273,7000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
16,340,7100,32,1,0,27,0.125,0.063000001,6.579999924,0.330000013,0.25,0.063000001,0,0,0.025393,838.8857422,a
15,472,7400,224,1,0,22,0.600000024,0,21.5699997,0.109999999,0.26699999,0,0,0.067000002,0.266667008,647.6918945,s
28,278,6300,211,1,0,35,0.166666672,0.056000002,23.60000038,1.600000024,0,0.333000004,0,0,0.109885998,130.9556427,a
9,342,7400,0,1,0,0,1,0,10.35999966,0.389999986,0,0,0,0,1,1149.291138,i
4,495,7400,0,1,0,56,0.75,0,16.05999947,0.560000002,0,1,0,0,0.5,1044.544067,s
8,191,7400,0,1,0,0,1,0.125,11.85000038,0.330000013,0,0,0,0,0.75,2403.631104,i
6,159,7400,0,1,0,5,0.833333314,0,90.5699997,1.259999991,0.333000004,0,0,0,0.666666985,805.6640015,i
9,110,7200,124,1,0,87,0,0.444000006,19.70000076,0.709999979,0.333000004,3.332999945,0,0.444000006,0.031592,1567.134888,s
5,86,7400,66,1,0,116,0,0.200000003,21.86000061,3.720000029,0.200000003,0.200000003,0,0.200000003,0.089565001,1367.658814,s
2,196,4600,0,1,0,39,0.5,0,11.47999954,0.769999981,0,0,0,0,0,145.0469513,i
7,70,6500,0,1,0,6,0.857142866,0.713999987,71.62999725,1.220000029,0,0,0,0,0.714286029,915.1063232,s
5,92,7300,0,1,0,1,1,0,84.5699997,1.519999981,0,0,0,0,0.600000024,1317.397949,i
10,281,7400,132,1,0,62,0.300000012,0,48.25999832,8.609999657,0.800000012,0.5,0,0,0.066666998,648.0755005,a
2,119,6900,0,1,0,0,1,0.5,168.0700073,4.619999886,0,0,0,0,1,726.2893066,i
7,145,7000,0,1,0,0,1,0.856999993,16.35000038,8.279999733,0,0,0,0,1,224.2032471,i
0,123,3400,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
49,3100,7100,74,1,0,94,0,0.166999996,8.449999809,0.109999999,0.222000003,1.777999997,0,0,0.066689,251.0079651,a
1,431,7300,59,1,0,0,1,1,12.30000019,0.230000004,0,0,0,0,0,0,i
37,191,7400,262,1,0,74,0.055555556,0.277999997,31.20999908,0.319999993,0.388999999,1.555999994,0.056000002,0.056000002,0.004358,268.686676,a
6,235,7200,173,1,0,26,0.333333343,0,59.79000092,0.639999986,0,0,0,0,0.066666998,1372.503296,a
2,212,7000,0,1,0,0,1,0,52.11999893,1.649999976,0,0,0,0,1,84.59958649,i
6,365,7000,0,1,0,0,1,0,141.0500031,3.930000067,0,0,0,0,1,2381.282715,i
3,943,7500,32,1,0,66,0,0.666999996,10.25,1.029999971,0,1.332999945,0,0,0.185889006,2070.080811,a
1,604,6900,0,1,0,0,1,0,24.34000015,0.330000013,0,0,0,0,0,0,i
60,205,7100,0,1,0,36,0.333333343,0.166999996,6.019999981,0.189999998,0,0,0,0,0.125732005,1542.615356,a
